input_image,gt_image,TP,TN,FP,FN,recall,specificity,FPR,FNR,PWC,precision,f_measure
dataset\turnpike_0_5fps\input\in001061.jpg,dataset\turnpike_0_5fps\groundtruth\gt001061.png,2486,53863,2577,12754,0.1631233595800525,0.9543408929836995,0.04565910701630049,0.8368766404199475,21.388113839285715,0.4910132332609125,0.2448899177461459
dataset\turnpike_0_5fps\input\in001062.jpg,dataset\turnpike_0_5fps\groundtruth\gt001062.png,144,60784,4919,5833,0.02409235402375774,0.9251327945451502,0.07486720545484986,0.9759076459762422,15.0,0.02844163539403516,0.026086956521739132
dataset\turnpike_0_5fps\input\in001063.jpg,dataset\turnpike_0_5fps\groundtruth\gt001063.png,247,60514,4816,6103,0.03889763779527559,0.9262819531608756,0.07371804683912445,0.9611023622047244,15.232979910714286,0.048785305155046414,0.043283974415140626
dataset\turnpike_0_5fps\input\in001064.jpg,dataset\turnpike_0_5fps\groundtruth\gt001064.png,745,61515,4318,5102,0.12741576877030955,0.9344097944799721,0.06559020552002795,0.8725842312296904,13.141741071428571,0.14714596089275134,0.1365719523373052
dataset\turnpike_0_5fps\input\in001065.jpg,dataset\turnpike_0_5fps\groundtruth\gt001065.png,1272,58147,3791,8470,0.1305686717306508,0.9387936323420194,0.061206367657980564,0.8694313282693492,17.105189732142858,0.2512344459806439,0.1718338399189463
dataset\turnpike_0_5fps\input\in001066.jpg,dataset\turnpike_0_5fps\groundtruth\gt001066.png,996,60174,4067,6443,0.13388896357037236,0.9366915209912673,0.06330847900873274,0.8661110364296276,14.662388392857142,0.19672131147540983,0.15933450647896336
dataset\turnpike_0_5fps\input\in001067.jpg,dataset\turnpike_0_5fps\groundtruth\gt001067.png,1177,58741,3886,7876,0.13001215066828675,0.9379500854264136,0.062049914573586475,0.8699878493317132,16.409040178571427,0.2324708670748568,0.16676112213091526
dataset\turnpike_0_5fps\input\in001068.jpg,dataset\turnpike_0_5fps\groundtruth\gt001068.png,623,62238,4440,4379,0.12455017992802879,0.9334113200755871,0.06658867992441285,0.8754498200719713,12.303292410714286,0.12304957535058265,0.1237953303527074
dataset\turnpike_0_5fps\input\in001069.jpg,dataset\turnpike_0_5fps\groundtruth\gt001069.png,316,61405,4747,5212,0.057163531114327065,0.9282410206796469,0.07175897932035312,0.942836468885673,13.893694196428571,0.06241358878135493,0.0596733075252573
dataset\turnpike_0_5fps\input\in001070.jpg,dataset\turnpike_0_5fps\groundtruth\gt001070.png,757,61208,4306,5409,0.12277002919234511,0.9342735903776292,0.0657264096223708,0.8772299708076549,13.553292410714286,0.1495160971755876,0.1348294594353905
dataset\turnpike_0_5fps\input\in001071.jpg,dataset\turnpike_0_5fps\groundtruth\gt001071.png,373,62368,4690,4249,0.08070099524015578,0.9300605446031793,0.06993945539682066,0.9192990047598443,12.470703125,0.07367173612482718,0.07702632937532267
dataset\turnpike_0_5fps\input\in001072.jpg,dataset\turnpike_0_5fps\groundtruth\gt001072.png,176,62044,4887,4573,0.03706043377553169,0.9269845064319971,0.07301549356800287,0.9629395662244683,13.197544642857142,0.03476199881493186,0.03587443946188341
dataset\turnpike_0_5fps\input\in001073.jpg,dataset\turnpike_0_5fps\groundtruth\gt001073.png,1239,57726,3824,8891,0.12230997038499507,0.9378716490658001,0.062128350934199834,0.877690029615005,17.738560267857142,0.24471657120284415,0.1631014282893438
dataset\turnpike_0_5fps\input\in001074.jpg,dataset\turnpike_0_5fps\groundtruth\gt001074.png,1893,62997,3170,3620,0.34337021585343735,0.9520909214563151,0.04790907854368492,0.6566297841465627,9.47265625,0.3738889986174205,0.3579803328290469
dataset\turnpike_0_5fps\input\in001075.jpg,dataset\turnpike_0_5fps\groundtruth\gt001075.png,171,52676,4892,13941,0.01211734693877551,0.9150222345747637,0.08497776542523625,0.9878826530612245,26.273716517857142,0.03377444203041675,0.017835723598435462
dataset\turnpike_0_5fps\input\in001076.jpg,dataset\turnpike_0_5fps\groundtruth\gt001076.png,255,54394,4808,12223,0.020435967302452316,0.9187865274821797,0.08121347251782034,0.9795640326975477,23.759765625,0.05036539601027059,0.02907473918248674
dataset\turnpike_0_5fps\input\in001077.jpg,dataset\turnpike_0_5fps\groundtruth\gt001077.png,674,58613,4389,8004,0.07766766536068219,0.9303355449033364,0.0696644550966636,0.9223323346393179,17.289341517857142,0.13312265455263678,0.09810057492176696
dataset\turnpike_0_5fps\input\in001078.jpg,dataset\turnpike_0_5fps\groundtruth\gt001078.png,905,64058,4158,2559,0.26125866050808316,0.9390465579922599,0.06095344200774012,0.7387413394919169,9.370814732142858,0.17874777799723485,0.21226691685235138
dataset\turnpike_0_5fps\input\in001079.jpg,dataset\turnpike_0_5fps\groundtruth\gt001079.png,1875,56732,3188,9885,0.15943877551020408,0.9467957276368492,0.05320427236315087,0.8405612244897959,18.238002232142858,0.3703337941931661,0.22290911252452
dataset\turnpike_0_5fps\input\in001080.jpg,dataset\turnpike_0_5fps\groundtruth\gt001080.png,649,61099,4414,5518,0.10523755472677153,0.9326240593469999,0.06737594065300016,0.8947624452732285,13.856026785714286,0.12818487063006123,0.1155832591273375
dataset\turnpike_0_5fps\input\in001081.jpg,dataset\turnpike_0_5fps\groundtruth\gt001081.png,691,55012,4372,11605,0.05619713728041639,0.926377475414253,0.073622524585747,0.9438028627195836,22.289341517857142,0.13648034761998815,0.07961288092632063
dataset\turnpike_0_5fps\input\in001082.jpg,dataset\turnpike_0_5fps\groundtruth\gt001082.png,540,61660,4523,4957,0.09823540112788794,0.9316591874046205,0.06834081259537948,0.901764598872112,13.225446428571429,0.10665613272763184,0.10227272727272728
dataset\turnpike_0_5fps\input\in001083.jpg,dataset\turnpike_0_5fps\groundtruth\gt001083.png,393,64079,4670,2538,0.13408393039918118,0.9320717392252978,0.06792826077470218,0.8659160696008188,10.055803571428571,0.07762196326288762,0.09832374280710533
dataset\turnpike_0_5fps\input\in001084.jpg,dataset\turnpike_0_5fps\groundtruth\gt001084.png,0,63490,5063,3127,0.0,0.9261447347307923,0.07385526526920777,1.0,11.42578125,0.0,nan
dataset\turnpike_0_5fps\input\in001085.jpg,dataset\turnpike_0_5fps\groundtruth\gt001085.png,1157,61166,3906,5451,0.175090799031477,0.939974182444062,0.06002581755593804,0.824909200968523,13.053850446428571,0.22852063993679636,0.19826921429183447
dataset\turnpike_0_5fps\input\in001086.jpg,dataset\turnpike_0_5fps\groundtruth\gt001086.png,2229,56797,2834,9820,0.18499460536144077,0.9524743841290604,0.04752561587093961,0.8150053946385593,17.653459821428573,0.44025281453683585,0.2605189340813464
dataset\turnpike_0_5fps\input\in001087.jpg,dataset\turnpike_0_5fps\groundtruth\gt001087.png,452,60063,4611,6554,0.06451612903225806,0.9287039614064384,0.07129603859356155,0.9354838709677419,15.576171875,0.08927513332016591,0.07490264313530533
dataset\turnpike_0_5fps\input\in001088.jpg,dataset\turnpike_0_5fps\groundtruth\gt001088.png,6,61782,5057,4835,0.0012394133443503407,0.9243405796017296,0.07565942039827048,0.9987605866556497,13.800223214285714,0.0011850681414181316,0.0012116316639741518
dataset\turnpike_0_5fps\input\in001089.jpg,dataset\turnpike_0_5fps\groundtruth\gt001089.png,2441,54270,2622,12347,0.165066269948607,0.9539126766504957,0.04608732334950432,0.834933730051393,20.883091517857142,0.48212522220027654,0.24593219485164478
dataset\turnpike_0_5fps\input\in001090.jpg,dataset\turnpike_0_5fps\groundtruth\gt001090.png,1114,58440,3949,8177,0.1199009794424712,0.9367035855679687,0.06329641443203128,0.8800990205575288,16.916852678571427,0.22002765158996643,0.1552180576842692
dataset\turnpike_0_5fps\input\in001091.jpg,dataset\turnpike_0_5fps\groundtruth\gt001091.png,124,61290,4939,5327,0.022748119611080534,0.9254254178683055,0.07457458213169457,0.9772518803889194,14.321986607142858,0.02449140825597472,0.023587597489062206
dataset\turnpike_0_5fps\input\in001092.jpg,dataset\turnpike_0_5fps\groundtruth\gt001092.png,2195,58839,2868,7778,0.2200942544871152,0.9535222908260003,0.04647770917399971,0.7799057455128848,14.852120535714286,0.4335374284021331,0.29196594839052936
dataset\turnpike_0_5fps\input\in001093.jpg,dataset\turnpike_0_5fps\groundtruth\gt001093.png,622,59199,4441,7418,0.077363184079602,0.9302168447517285,0.06978315524827153,0.922636815920398,16.544363839285715,0.12285206399367964,0.09494009005571244
dataset\turnpike_0_5fps\input\in001094.jpg,dataset\turnpike_0_5fps\groundtruth\gt001094.png,1598,59009,3465,7608,0.17358244623071908,0.9445369273617825,0.0554630726382175,0.8264175537692809,15.447823660714286,0.31562314833102906,0.22398205900904056
dataset\turnpike_0_5fps\input\in001095.jpg,dataset\turnpike_0_5fps\groundtruth\gt001095.png,1285,59162,3778,7455,0.14702517162471396,0.9399745789640928,0.06002542103590721,0.852974828375286,15.671037946428571,0.2538020936203832,0.1861914076650004
dataset\turnpike_0_5fps\input\in001096.jpg,dataset\turnpike_0_5fps\groundtruth\gt001096.png,259,59366,4804,7251,0.03448735019973369,0.9251363565529064,0.07486364344709366,0.9655126498002663,16.817801339285715,0.05115544143788268,0.04119939553010419
dataset\turnpike_0_5fps\input\in001097.jpg,dataset\turnpike_0_5fps\groundtruth\gt001097.png,1526,61072,3537,5545,0.21581105925611654,0.9452553049884691,0.054744695011530904,0.7841889407438835,12.670200892857142,0.30140233063401145,0.2515246415032141
dataset\turnpike_0_5fps\input\in001098.jpg,dataset\turnpike_0_5fps\groundtruth\gt001098.png,1859,55693,3204,10924,0.14542752092623015,0.9455999456678609,0.05440005433213916,0.8545724790737699,19.709821428571427,0.36717361248271774,0.20833800291381824
dataset\turnpike_0_5fps\input\in001099.jpg,dataset\turnpike_0_5fps\groundtruth\gt001099.png,777,62246,4286,4371,0.15093240093240093,0.935579871340107,0.06442012865989298,0.8490675990675991,12.077287946428571,0.15346632431364804,0.1521888159827637
dataset\turnpike_0_5fps\input\in001100.jpg,dataset\turnpike_0_5fps\groundtruth\gt001100.png,279,57857,4784,8760,0.030866246266179887,0.9236282945674558,0.07637170543254418,0.9691337537338202,18.895089285714285,0.055105668575943116,0.039568855481491985
dataset\turnpike_0_5fps\input\in001101.jpg,dataset\turnpike_0_5fps\groundtruth\gt001101.png,1074,57377,3989,9240,0.10413030831879,0.9349965779095917,0.06500342209040837,0.89586969168121,18.455636160714285,0.21212719731384555,0.13968914612733305
dataset\turnpike_0_5fps\input\in001102.jpg,dataset\turnpike_0_5fps\groundtruth\gt001102.png,308,57055,4755,9562,0.031205673758865248,0.9230707005338942,0.07692929946610581,0.9687943262411347,19.973493303571427,0.060833497926130756,0.041250920779481684
dataset\turnpike_0_5fps\input\in001103.jpg,dataset\turnpike_0_5fps\groundtruth\gt001103.png,884,61730,4179,4887,0.15317969156125455,0.9365943953026142,0.06340560469738579,0.8468203084387455,12.647879464285714,0.17460003950227138,0.1631899575410744
dataset\turnpike_0_5fps\input\in001104.jpg,dataset\turnpike_0_5fps\groundtruth\gt001104.png,309,58390,4754,8227,0.03619962511715089,0.9247117699227163,0.07528823007728366,0.9638003748828491,18.109654017857142,0.061031009283033774,0.04544451797926318
dataset\turnpike_0_5fps\input\in001105.jpg,dataset\turnpike_0_5fps\groundtruth\gt001105.png,49,62114,5014,4503,0.010764499121265378,0.9253068764152068,0.07469312358479323,0.9892355008787346,13.277064732142858,0.009678056488248075,0.010192407696307852
dataset\turnpike_0_5fps\input\in001106.jpg,dataset\turnpike_0_5fps\groundtruth\gt001106.png,104,62012,4959,4605,0.022085368443406243,0.9259530244434158,0.0740469755565842,0.9779146315565937,13.342633928571429,0.02054118111791428,0.021285304952926732
dataset\turnpike_0_5fps\input\in001107.jpg,dataset\turnpike_0_5fps\groundtruth\gt001107.png,1028,63341,4035,3276,0.23884758364312267,0.9401122061268107,0.059887793873189266,0.7611524163568774,10.199497767857142,0.20304167489630653,0.21949396818618555
dataset\turnpike_0_5fps\input\in001108.jpg,dataset\turnpike_0_5fps\groundtruth\gt001108.png,735,59676,4328,6941,0.0957529963522668,0.9323792262983563,0.06762077370164364,0.9042470036477332,15.721261160714286,0.14517084732372112,0.11539367297276082
dataset\turnpike_0_5fps\input\in001109.jpg,dataset\turnpike_0_5fps\groundtruth\gt001109.png,30,60301,5033,6316,0.004727387330601954,0.9229650717849818,0.07703492821501821,0.995272612669398,15.832868303571429,0.005925340707090658,0.0052590060478569555
dataset\turnpike_0_5fps\input\in001110.jpg,dataset\turnpike_0_5fps\groundtruth\gt001110.png,406,60557,4657,6060,0.06278997834828333,0.9285889532922379,0.07141104670776213,0.9372100216517166,14.951171875,0.0801896109026269,0.07043108682452945
dataset\turnpike_0_5fps\input\in001111.jpg,dataset\turnpike_0_5fps\groundtruth\gt001111.png,643,62778,4420,3839,0.143462739848282,0.9342242328640733,0.06577576713592666,0.8565372601517179,11.522042410714286,0.1269998024886431,0.13473022524882136
dataset\turnpike_0_5fps\input\in001112.jpg,dataset\turnpike_0_5fps\groundtruth\gt001112.png,1138,57002,3925,9615,0.10583093090300381,0.9355786432944343,0.06442135670556567,0.8941690690969962,18.889508928571427,0.22476792415563895,0.14390490642387457
dataset\turnpike_0_5fps\input\in001113.jpg,dataset\turnpike_0_5fps\groundtruth\gt001113.png,792,62943,4271,3674,0.17733990147783252,0.9364566905704169,0.06354330942958313,0.8226600985221675,11.083984375,0.15642899466719337,0.166229404974289
dataset\turnpike_0_5fps\input\in001114.jpg,dataset\turnpike_0_5fps\groundtruth\gt001114.png,740,63064,4323,3553,0.17237363149312834,0.9358481606244528,0.0641518393755472,0.8276263685068717,10.987723214285714,0.14615840410823622,0.15818725951261223
dataset\turnpike_0_5fps\input\in001115.jpg,dataset\turnpike_0_5fps\groundtruth\gt001115.png,0,59687,5063,6930,0.0,0.9218069498069498,0.07819305019305019,1.0,16.731305803571427,0.0,nan
dataset\turnpike_0_5fps\input\in001116.jpg,dataset\turnpike_0_5fps\groundtruth\gt001116.png,308,59066,4755,7551,0.03919073673495355,0.9254947431096348,0.07450525689036525,0.9608092632650465,17.16796875,0.060833497926130756,0.04767063921993499
dataset\turnpike_0_5fps\input\in001117.jpg,dataset\turnpike_0_5fps\groundtruth\gt001117.png,1160,54535,3903,12082,0.08760006041383477,0.9332112666415688,0.06678873335843116,0.9123999395861653,22.300502232142858,0.22911317400750544,0.12674132750614586
dataset\turnpike_0_5fps\input\in001118.jpg,dataset\turnpike_0_5fps\groundtruth\gt001118.png,3458,57229,1605,9388,0.2691888525611085,0.9727198558656559,0.027280144134344087,0.7308111474388915,15.336216517857142,0.6829942721706498,0.38617454910938637
dataset\turnpike_0_5fps\input\in001119.jpg,dataset\turnpike_0_5fps\groundtruth\gt001119.png,1022,61461,4041,5156,0.1654257041113629,0.9383072272602363,0.061692772739763674,0.8345742958886371,12.830636160714286,0.2018566067548884,0.18183435637398807
dataset\turnpike_0_5fps\input\in001120.jpg,dataset\turnpike_0_5fps\groundtruth\gt001120.png,223,59779,4840,6838,0.031581928905254214,0.9250994289605224,0.07490057103947756,0.9684180710947458,16.291852678571427,0.04404503258937389,0.03678653909600792
dataset\turnpike_0_5fps\input\in001121.jpg,dataset\turnpike_0_5fps\groundtruth\gt001121.png,660,60906,4403,5711,0.1035944121801915,0.9325820331041663,0.06741796689583365,0.8964055878198085,14.109933035714286,0.13035749555599446,0.11544516354731503
dataset\turnpike_0_5fps\input\in001122.jpg,dataset\turnpike_0_5fps\groundtruth\gt001122.png,931,54109,4132,12508,0.06927598779671107,0.9290534159784344,0.07094658402156556,0.9307240122032889,23.214285714285715,0.1838830732767134,0.10063776888984977
dataset\turnpike_0_5fps\input\in001123.jpg,dataset\turnpike_0_5fps\groundtruth\gt001123.png,848,59821,4215,6796,0.1109366823652538,0.9341776500718346,0.06582234992816541,0.8890633176347462,15.361328125,0.1674896306537626,0.13346974108758952
dataset\turnpike_0_5fps\input\in001124.jpg,dataset\turnpike_0_5fps\groundtruth\gt001124.png,1316,59292,3747,7325,0.15229718782548315,0.9405606053395517,0.05943939466044829,0.8477028121745168,15.446428571428571,0.25992494568437685,0.19206071220081725
dataset\turnpike_0_5fps\input\in001125.jpg,dataset\turnpike_0_5fps\groundtruth\gt001125.png,837,63521,4226,3096,0.2128146453089245,0.9376208540599583,0.062379145940041625,0.7871853546910755,10.21484375,0.16531700572782934,0.18608270342374386
dataset\turnpike_0_5fps\input\in001126.jpg,dataset\turnpike_0_5fps\groundtruth\gt001126.png,603,63951,4460,2666,0.184460079535026,0.9348058060838169,0.06519419391618307,0.815539920464974,9.94140625,0.11909934821252222,0.14474315890542488
dataset\turnpike_0_5fps\input\in001127.jpg,dataset\turnpike_0_5fps\groundtruth\gt001127.png,1446,63457,3617,3160,0.3139383412939644,0.9460744848972776,0.053925515102722366,0.6860616587060356,9.454520089285714,0.2856014220817697,0.2991002171889544
dataset\turnpike_0_5fps\input\in001128.jpg,dataset\turnpike_0_5fps\groundtruth\gt001128.png,1289,61223,3774,5394,0.1928774502468951,0.9419357816514609,0.058064218348539164,0.8071225497531049,12.790178571428571,0.25459213904799527,0.21947897156478802
dataset\turnpike_0_5fps\input\in001129.jpg,dataset\turnpike_0_5fps\groundtruth\gt001129.png,233,60070,4830,6547,0.03436578171091446,0.92557781201849,0.07442218798151001,0.9656342182890856,15.871930803571429,0.04602014615840411,0.03934813814067382
dataset\turnpike_0_5fps\input\in001130.jpg,dataset\turnpike_0_5fps\groundtruth\gt001130.png,2986,60065,2077,6552,0.3130635353323548,0.9665765504811561,0.03342344951884394,0.6869364646676452,12.038225446428571,0.5897689117124235,0.40901308129580166
dataset\turnpike_0_5fps\input\in001131.jpg,dataset\turnpike_0_5fps\groundtruth\gt001131.png,1795,60890,3268,5727,0.2386333421962244,0.9490632501013124,0.050936749898687614,0.7613666578037755,12.548828125,0.35453288564092433,0.28526023043305515
dataset\turnpike_0_5fps\input\in001132.jpg,dataset\turnpike_0_5fps\groundtruth\gt001132.png,184,63497,4879,3120,0.05569007263922518,0.9286445536445537,0.07135544635544636,0.9443099273607748,11.159319196428571,0.036342089670156036,0.04398231146169476
dataset\turnpike_0_5fps\input\in001133.jpg,dataset\turnpike_0_5fps\groundtruth\gt001133.png,754,62025,4309,4592,0.14104002992891881,0.9350408538607652,0.06495914613923479,0.8589599700710812,12.417689732142858,0.14892356310487853,0.14487462772600634
dataset\turnpike_0_5fps\input\in001134.jpg,dataset\turnpike_0_5fps\groundtruth\gt001134.png,277,58582,4786,8035,0.033325312800769974,0.9244729200858477,0.07552707991415225,0.96667468719923,17.886439732142858,0.05471064586213707,0.04142056074766355
dataset\turnpike_0_5fps\input\in001135.jpg,dataset\turnpike_0_5fps\groundtruth\gt001135.png,647,63962,4416,2655,0.19594185342216838,0.9354178244464594,0.06458217555354061,0.8040581465778316,9.864676339285714,0.1277898479162552,0.15469216975493127
dataset\turnpike_0_5fps\input\in001136.jpg,dataset\turnpike_0_5fps\groundtruth\gt001136.png,482,59365,4581,7252,0.06232221360227567,0.9283614299565258,0.07163857004347418,0.9376777863977244,16.508091517857142,0.09520047402725657,0.07533015550519653
dataset\turnpike_0_5fps\input\in001137.jpg,dataset\turnpike_0_5fps\groundtruth\gt001137.png,609,61478,4454,5139,0.10594989561586639,0.9324455499605654,0.06755445003943457,0.8940501043841336,13.383091517857142,0.12028441635394035,0.11266302839700304
dataset\turnpike_0_5fps\input\in001138.jpg,dataset\turnpike_0_5fps\groundtruth\gt001138.png,598,63277,4465,3340,0.15185373285931944,0.9340881580112781,0.06591184198872191,0.8481462671406805,10.888671875,0.11811179142800711,0.1328741250972114
dataset\turnpike_0_5fps\input\in001139.jpg,dataset\turnpike_0_5fps\groundtruth\gt001139.png,2363,62056,2700,4561,0.34127671865973425,0.95830502192847,0.04169497807153005,0.6587232813402657,10.129743303571429,0.4667193363618408,0.3942604488195545
dataset\turnpike_0_5fps\input\in001140.jpg,dataset\turnpike_0_5fps\groundtruth\gt001140.png,958,61580,4105,5037,0.1597998331943286,0.9375047575549973,0.062495242445002666,0.8402001668056714,12.75390625,0.189215879913095,0.17326822210164586
dataset\turnpike_0_5fps\input\in001141.jpg,dataset\turnpike_0_5fps\groundtruth\gt001141.png,732,58133,4331,8484,0.07942708333333333,0.9306640625,0.0693359375,0.9205729166666666,17.878069196428573,0.14457831325301204,0.10252818824847677
dataset\turnpike_0_5fps\input\in001142.jpg,dataset\turnpike_0_5fps\groundtruth\gt001142.png,1067,57209,3996,9408,0.10186157517899762,0.9347112164038885,0.06528878359611143,0.8981384248210024,18.699776785714285,0.2107446178155244,0.13734071309048784
dataset\turnpike_0_5fps\input\in001143.jpg,dataset\turnpike_0_5fps\groundtruth\gt001143.png,256,56893,4807,9724,0.02565130260521042,0.9220907617504052,0.07790923824959481,0.9743486973947896,20.272042410714285,0.050562907367173615,0.034035764142790664
dataset\turnpike_0_5fps\input\in001144.jpg,dataset\turnpike_0_5fps\groundtruth\gt001144.png,745,59358,4318,7259,0.09307846076961519,0.9321879515044915,0.06781204849550851,0.9069215392303848,16.150948660714285,0.14714596089275134,0.11402770337491391
dataset\turnpike_0_5fps\input\in001145.jpg,dataset\turnpike_0_5fps\groundtruth\gt001145.png,2164,62698,2899,3919,0.35574552030248235,0.9558059057578853,0.044194094242114734,0.6442544796975177,9.51171875,0.42741457633813945,0.3883007356899336
dataset\turnpike_0_5fps\input\in001146.jpg,dataset\turnpike_0_5fps\groundtruth\gt001146.png,33,57214,5030,9403,0.003497244595167444,0.9191889981363666,0.08081100186363344,0.9965027554048326,20.135323660714285,0.006517874777799724,0.004552038071591145
dataset\turnpike_0_5fps\input\in001147.jpg,dataset\turnpike_0_5fps\groundtruth\gt001147.png,66,62910,4997,3707,0.01749271137026239,0.9264140662965527,0.07358593370344736,0.9825072886297376,12.142857142857142,0.013035749555599448,0.014938886373924853
dataset\turnpike_0_5fps\input\in001148.jpg,dataset\turnpike_0_5fps\groundtruth\gt001148.png,608,61423,4455,5194,0.10479145122371596,0.9323749962051064,0.06762500379489358,0.8952085487762841,13.461216517857142,0.12008690499703734,0.11191900598251264
dataset\turnpike_0_5fps\input\in001149.jpg,dataset\turnpike_0_5fps\groundtruth\gt001149.png,64,60909,4999,5708,0.011088011088011088,0.9241518480305881,0.07584815196941191,0.988911988911989,14.937220982142858,0.012640726841793404,0.011813567143516383
